VARIABLES = "t_hat"
  "Max_u"
  "Max_p"
  "Max_Mach"
  "Max_omega_z"
  "Min_omega_z"
  "Max_nu_t"
  "delta_omega_0"
  "delta_theta_0"
  "Min_p"
  "Max_dudy"
  "Max_uv"
  "Max_TKE"
  "Int_TKE"
  "Int_Pk"
  "Int_duidxjtauij"
  "Int_dTKEdt"
  "Min_Q"
  "Max_Q"
  "Int_rhoE"
  "Int_KE1"
ZONE T="Vortex_DNS_Statistics_OpenSBLI"
I=301
4.0800000000000001e+00 7.3147577758991744e-01 1.0058212473092072e+00 1.4639037028586338e-01 2.0646149701252980e+01 -4.8992994457641276e-01 1.4085855066074380e-03 1.6700899708314015e+01 1.9476892780598259e+01 9.6853032564881636e-01 1.2712578424075717e+01 -5.5683877143394298e-03 2.2265668790801694e-02 2.4624149692158595e-03 1.6023475959647518e-01 8.9895462177094002e-02 6.8796817934474480e-02 -3.1408485084807584e+01 1.3432101470770979e+02 1.5652773663048546e+02 4.2632142219314617e-01
4.0999999999999996e+00 7.3032055326320600e-01 1.0066821346305910e+00 1.4621569108822743e-01 2.0648233024601598e+01 -4.5204585880403214e-01 1.5114898010491027e-03 1.6821270722725238e+01 1.9501574641486759e+01 9.6652758191124466e-01 1.2563211737344297e+01 -5.8078311315375355e-03 2.2313455038243966e-02 2.4765449400015100e-03 1.6267352026048273e-01 8.9429375860691787e-02 7.2045199405266241e-02 -3.0354093765221002e+01 1.3777171125813328e+02 1.5652771707535652e+02 4.2627232276626686e-01
4.1200000000000001e+00 7.3254452395776837e-01 1.0059640459665922e+00 1.4654011758731650e-01 2.0485488056521604e+01 -4.6287349592192173e-01 1.5463036184512760e-03 1.6905196262367923e+01 1.9527727769332422e+01 9.6667706674742282e-01 1.2357458915898686e+01 -5.9979145004255569e-03 2.2399395066608836e-02 2.4912216428862005e-03 1.6789916562176257e-01 8.8998876302171875e-02 7.5184434461130434e-02 -3.0357393751304816e+01 1.3491595716171310e+02 1.5652770015159848e+02 4.2624006085123389e-01
4.1399999999999997e+00 7.3253258937003463e-01 1.0059980297931452e+00 1.4641317136480092e-01 2.0350491205537491e+01 -4.4588718510713193e-01 1.5367831035896068e-03 1.6926725927644771e+01 1.9556896082182984e+01 9.6674389623579848e-01 1.2208896233947980e+01 -6.1649741637026150e-03 2.2489945153266189e-02 2.5066491251468435e-03 1.7081600709458272e-01 8.8609961423472008e-02 7.8919218253621595e-02 -3.0400883680223465e+01 1.3785259078315073e+02 1.5652767603226391e+02 4.2622516850684078e-01
4.1600000000000001e+00 7.3462822292992802e-01 1.0058199170488136e+00 1.4673210864396491e-01 2.0458396496500651e+01 -4.9996142775508079e-01 1.5837691393350470e-03 1.6982388598829658e+01 1.9590777035583262e+01 9.6766609835059658e-01 1.2098226783896248e+01 -6.3124635068555895e-03 2.2591758479031283e-02 2.5228058076718096e-03 1.7398698627607947e-01 8.8258018198923052e-02 8.2892104807976638e-02 -3.2107528106692151e+01 1.3755037223228342e+02 1.5652767809394933e+02 4.2621916460085280e-01
4.1800000000000006e+00 7.3452916622135755e-01 1.0057400997666543e+00 1.4671948195466500e-01 2.0569386509951489e+01 -5.1669158619533917e-01 1.6699519804520631e-03 1.7025079279717080e+01 1.9628790776574434e+01 9.6815750536656786e-01 1.2036146176955244e+01 -6.3155034874779539e-03 2.2550972336233537e-02 2.5398121344776909e-03 1.7677346704020869e-01 8.7942148985340210e-02 8.7036894345054905e-02 -3.3005895370267616e+01 1.3564085824224227e+02 1.5652769439378756e+02 4.2621069709256898e-01
4.2000000000000002e+00 7.3218945723384710e-01 1.0055783344324356e+00 1.4625245033153716e-01 2.0655562091074994e+01 -4.6069038717114297e-01 1.6532294416684312e-03 1.7008775737967834e+01 1.9670538471827243e+01 9.6704899032470182e-01 1.2037650321830268e+01 -6.2269448089988478e-03 2.2497418394272359e-02 2.5575846659938312e-03 1.7990884848140243e-01 8.7656024269197053e-02 9.0492762699070445e-02 -3.3025382338368111e+01 1.3567471040963855e+02 1.5652770963588628e+02 4.2619799655479018e-01
4.2200000000000006e+00 7.3236107616252177e-01 1.0053732527751567e+00 1.4631631890185809e-01 2.0702384314732452e+01 -4.7474910352832944e-01 1.9349688541756677e-03 1.6999509477983906e+01 1.9714070311088463e+01 9.6730803339759241e-01 1.1989701382745841e+01 -6.3441408507194531e-03 2.2508683304888501e-02 2.5759914452948805e-03 1.8370002067114616e-01 8.7401953315300734e-02 9.3570409059423904e-02 -3.3691082695924187e+01 1.4126787636233655e+02 1.5652771471606738e+02 4.2619152791416393e-01
4.2400000000000002e+00 7.3288719928670498e-01 1.0055304544065813e+00 1.4639995731246527e-01 2.1073513903801004e+01 -4.6505933640715924e-01 2.0688363188125182e-03 1.6894425153721809e+01 1.9758880621305217e+01 9.6872035237875354e-01 1.2134418482150597e+01 -6.2713386023281244e-03 2.2605922094173909e-02 2.5950576637315649e-03 1.8801472669969629e-01 8.7182243417692859e-02 9.7477991220639049e-02 -3.2505636923108085e+01 1.4280836866273776e+02 1.5652772641473183e+02 4.2618437883921695e-01
4.2599999999999998e+00 7.3363237977768780e-01 1.0059452081785369e+00 1.4661971524034598e-01 2.1151297488086705e+01 -4.7050576520814658e-01 1.7694131379379584e-03 1.6790051683409516e+01 1.9808363561433833e+01 9.6899192062367712e-01 1.2243908340168032e+01 -6.2033323167075636e-03 2.2792927208287170e-02 2.6150271346369412e-03 1.9068793277414750e-01 8.6993404285343953e-02 1.0235776543993921e-01 -3.1258352983989610e+01 1.4328455094728315e+02 1.5652771287996850e+02 4.2616270629196218e-01
4.2800000000000002e+00 7.2948570315272754e-01 1.0055436164701346e+00 1.4584015554929997e-01 2.1046572330303199e+01 -4.7633937659650694e-01 1.7544353090332122e-03 1.6722596908221664e+01 1.9863820824160040e+01 9.6574346800769162e-01 1.2421669174720575e+01 -6.1405179895442988e-03 2.2976665869373896e-02 2.6359230018007853e-03 1.9313373951781768e-01 8.6822335939890680e-02 1.0567026409290380e-01 -3.2342819886902120e+01 1.4474628046820524e+02 1.5652770161725618e+02 4.2612300949410176e-01
4.2999999999999998e+00 7.2673993112209756e-01 1.0064642171420484e+00 1.4534520381672386e-01 2.1164941157970222e+01 -4.7509603416876994e-01 2.1498523650708553e-03 1.6561591402363241e+01 1.9919610492066255e+01 9.6663006041796284e-01 1.2457391217472994e+01 -6.1796333676792711e-03 2.3191650063076514e-02 2.6572555127927873e-03 1.9825693065230979e-01 8.6676658097001064e-02 1.0820995897685012e-01 -3.0845810930132139e+01 1.4084262767518737e+02 1.5652769512617439e+02 4.2609789777080664e-01
4.3200000000000003e+00 7.2824262999724854e-01 1.0069123076824540e+00 1.4560298223411153e-01 2.1142354226339126e+01 -4.7704517399776003e-01 1.6264927546063256e-03 1.6474648784237054e+01 1.9975764550456073e+01 9.6871994513703719e-01 1.2681038999165063e+01 -6.2109569416020569e-03 2.3456406836410870e-02 2.6792760551553603e-03 2.0114588978294776e-01 8.6558992348827773e-02 1.1223233921376255e-01 -3.1867981650608201e+01 1.3385145552812347e+02 1.5652767424991043e+02 4.2607975940746073e-01
4.3399999999999999e+00 7.3005206532479205e-01 1.0065702595829300e+00 1.4588179923718406e-01 2.1092102028469668e+01 -4.9446685712989863e-01 1.6810325676747499e-03 1.6433364696580664e+01 2.0037645237894598e+01 9.6657303759308921e-01 1.2661519297319282e+01 -6.2417114145093397e-03 2.3630589392202146e-02 2.7021476599291072e-03 2.0400279793053591e-01 8.6463073624218317e-02 1.1609611012800339e-01 -3.3323983550203415e+01 1.3784418295941862e+02 1.5652766671441199e+02 4.2605843162772017e-01
4.3600000000000003e+00 7.2796572889596511e-01 1.0064212247309039e+00 1.4548738909175193e-01 2.1259760985932914e+01 -4.9041966387698938e-01 1.7628657846798102e-03 1.6337015383594292e+01 2.0102597235649835e+01 9.6769406091455479e-01 1.2968469802237905e+01 -6.5720563079029086e-03 2.3698706417860010e-02 2.7257025647783126e-03 2.0684118482114669e-01 8.6387401615227968e-02 1.1966453765704506e-01 -3.3661448682632482e+01 1.3886081492292823e+02 1.5652767887450008e+02 4.2603842845097051e-01
4.3800000000000008e+00 7.2569411374726500e-01 1.0069314519053816e+00 1.4501842411065369e-01 2.1180075971415903e+01 -5.0207440881064436e-01 1.7017496560295924e-03 1.6360388696657857e+01 2.0169951756250633e+01 9.6778214457062761e-01 1.3119030450078554e+01 -6.7706725450666985e-03 2.3951106220436297e-02 2.7500369254692038e-03 2.1139073814417134e-01 8.6336796353780845e-02 1.2373744522886500e-01 -3.0849967882555127e+01 1.3545605399640988e+02 1.5652769512568398e+02 4.2602572100491831e-01
4.4000000000000004e+00 7.2580105588861421e-01 1.0062658180716220e+00 1.4498284443094711e-01 2.1313979527460347e+01 -4.9423798205718966e-01 1.7888771362757963e-03 1.6291434427690604e+01 2.0240258973378563e+01 9.6728956942112376e-01 1.3038415973647085e+01 -7.1680532628456330e-03 2.4228221577882608e-02 2.7751952890992210e-03 2.1491890736770078e-01 8.6310903334479605e-02 1.2777460405069388e-01 -2.9718820024126273e+01 1.3771005700155177e+02 1.5652769776864767e+02 4.2601724212043524e-01
4.4199999999999999e+00 7.2428323486320778e-01 1.0066483134325475e+00 1.4472852001841777e-01 2.1461926925451753e+01 -5.0392373577029392e-01 1.7134654682032201e-03 1.6340779393571367e+01 2.0315194432245502e+01 9.6720555740492498e-01 1.3134330188012816e+01 -7.5327313617502365e-03 2.4454991873892613e-02 2.8011195859470989e-03 2.1995027648984997e-01 8.6310245006382166e-02 1.3134446115433174e-01 -2.9408133865601755e+01 1.3666571108415485e+02 1.5652770768382155e+02 4.2600387883734003e-01
4.4399999999999995e+00 7.2236677824190731e-01 1.0063044993417705e+00 1.4439216099706148e-01 2.1414749688933348e+01 -5.2310993086886082e-01 1.7790718840922880e-03 1.6439076499731161e+01 2.0392601666714047e+01 9.6658924457969508e-01 1.2966933394286894e+01 -7.6584693006244795e-03 2.4826106354581493e-02 2.8277047988798094e-03 2.2255455191942200e-01 8.6336781680749944e-02 1.3431047254165696e-01 -2.9210175688636340e+01 1.3889473134088681e+02 1.5652769965916684e+02 4.2599069171421733e-01
4.4600000000000000e+00 7.2098154839195994e-01 1.0048590424511961e+00 1.4417998122357964e-01 2.1340609556876451e+01 -5.1862840933829202e-01 1.7723755335065129e-03 1.6483057020233051e+01 2.0470497024351971e+01 9.6777271470423054e-01 1.2840639757465478e+01 -7.8210555196592708e-03 2.5239525742826729e-02 2.8548862969435072e-03 2.2605425484885236e-01 8.6388380257776259e-02 1.3804988356847653e-01 -2.9968068795134737e+01 1.3356906384431574e+02 1.5652768163959180e+02 4.2597573235879188e-01
4.4800000000000004e+00 7.1973979269345800e-01 1.0052195809428088e+00 1.4387882739136931e-01 2.1401658101703202e+01 -5.0599257583218571e-01 1.7907722195479457e-03 1.6490802950354578e+01 2.0552914801111424e+01 9.6828714453836240e-01 1.2795285189578433e+01 -7.9308724307887331e-03 2.5639969894709534e-02 2.8829838429705224e-03 2.3080772353281534e-01 8.6467331699284444e-02 1.4295521539129130e-01 -2.9600194019746951e+01 1.3627391015308856e+02 1.5652767090454029e+02 4.2595668483780275e-01
4.5000000000000000e+00 7.1925937872908396e-01 1.0059613834449015e+00 1.4376454244584957e-01 2.1320781003742191e+01 -5.0033678416466798e-01 1.9015628211894397e-03 1.6580826646636030e+01 2.0641427775579164e+01 9.6682535968939465e-01 1.2507440099231465e+01 -7.9241325778122568e-03 2.6072569817829509e-02 2.9120322181084568e-03 2.3336481670693915e-01 8.6569963178358716e-02 1.4709650986687625e-01 -2.9591679994008235e+01 1.3886037099623141e+02 1.5652765818870444e+02 4.2592503154668365e-01
4.5200000000000005e+00 7.1731893548252013e-01 1.0063656973632378e+00 1.4350859342936917e-01 2.1232349862577255e+01 -5.0324623279211633e-01 2.1489785885207982e-03 1.6650893785289643e+01 2.0731612256231365e+01 9.6681490753439325e-01 1.2435089906022444e+01 -8.1820039661962222e-03 2.6754103921537587e-02 2.9417796512603012e-03 2.3805110881973374e-01 8.6699904576026846e-02 1.5049881980158555e-01 -3.1850555202868829e+01 1.4193176507775456e+02 1.5652765985647503e+02 4.2589129701665840e-01
4.5400000000000000e+00 7.1617321119386368e-01 1.0069388306708160e+00 1.4328408134072732e-01 2.1420687163006999e+01 -5.0534032123897599e-01 1.9348416351321947e-03 1.6731251237716926e+01 2.0823637556170695e+01 9.6575875460090033e-01 1.2453215964834250e+01 -8.4777766697897265e-03 2.7233620501179633e-02 2.9722211395812404e-03 2.4041582977034007e-01 8.6857463357222872e-02 1.5391620411932166e-01 -3.0569677800176020e+01 1.4323401467645732e+02 1.5652767130998080e+02 4.2585568453850731e-01
4.5600000000000005e+00 7.1560142617400735e-01 1.0063258101145984e+00 1.4305746753798937e-01 2.1437823060483463e+01 -4.9295861121475670e-01 2.2721782040163070e-03 1.6697905833695771e+01 2.0919116080008965e+01 9.6559397270517355e-01 1.2461806841004918e+01 -8.6821502637445917e-03 2.7706092927091537e-02 3.0032980472289783e-03 2.4449787983513635e-01 8.7042885027233258e-02 1.5649373295659497e-01 -3.0154907142816811e+01 1.4047736185684241e+02 1.5652767979660811e+02 4.2583196745610968e-01
4.5800000000000001e+00 7.1294308886700297e-01 1.0062601717600794e+00 1.4239691113417866e-01 2.1701412481363807e+01 -5.1780566062125777e-01 2.2625844808801332e-03 1.6763805087767718e+01 2.1017968478243180e+01 9.6514119121036568e-01 1.2490504376735631e+01 -8.9682328859522244e-03 2.8259345251522416e-02 3.0347804959715086e-03 2.4632289418774497e-01 8.7252566091107209e-02 1.5823265118718741e-01 -3.1342479095111820e+01 1.4110371903139668e+02 1.5652768068916518e+02 4.2583047241014194e-01
4.5999999999999996e+00 7.1422328060830231e-01 1.0057760078179598e+00 1.4285543995428476e-01 2.1910225229519103e+01 -5.1746893605692024e-01 2.9350397409690669e-03 1.6762613118839027e+01 2.1115114170412529e+01 9.6737705591029766e-01 1.2613361075507799e+01 -8.9946523837890549e-03 2.8770065398095811e-02 3.0666695432866168e-03 2.5257414938725870e-01 8.7490611726385753e-02 1.6138106879680758e-01 -3.1163175308329460e+01 1.4377068091862745e+02 1.5652768888685048e+02 4.2584495744156892e-01
4.6200000000000001e+00 7.1409824874109795e-01 1.0048464108969757e+00 1.4291433647262508e-01 2.2026407011306890e+01 -5.2423683400459165e-01 2.4606286192822980e-03 1.6817565303351763e+01 2.1214331831382154e+01 9.6868018680387535e-01 1.2931652643635978e+01 -9.0944921973141364e-03 2.9297380010757469e-02 3.0994347451930985e-03 2.5424549925029383e-01 8.7751820077977633e-02 1.6633917625517544e-01 -3.2712248185802281e+01 1.5190391435216060e+02 1.5652768115184443e+02 4.2584373217353083e-01
4.6399999999999997e+00 7.1110237300714230e-01 1.0041185677384785e+00 1.4232379119882380e-01 2.2108796814879017e+01 -5.1108187903640090e-01 2.3276596795836803e-03 1.6802967508914875e+01 2.1320802338300222e+01 9.6686223210626199e-01 1.2964813598164806e+01 -9.3581812370522269e-03 2.9787834343982977e-02 3.1332174758893685e-03 2.5938491539433978e-01 8.8028942213422168e-02 1.7148179926910523e-01 -3.1170007924954103e+01 1.5010330695324157e+02 1.5652767593504564e+02 4.2580935278467863e-01
4.6600000000000001e+00 7.0912742268465112e-01 1.0054417101817961e+00 1.4201570176315151e-01 2.2230343732322162e+01 -4.8928862742877333e-01 2.4097451624662406e-03 1.6801489767604970e+01 2.1431282061143843e+01 9.6540562493001458e-01 1.3117381430212895e+01 -9.8285982656999022e-03 3.0286096488126503e-02 3.1679499337810869e-03 2.6440947847049495e-01 8.8320232297097262e-02 1.7520616584744306e-01 -3.1232120373753812e+01 1.4891822053925821e+02 1.5652767033864546e+02 4.2576464799707786e-01
4.6800000000000006e+00 7.1182544438061257e-01 1.0072111805120219e+00 1.4252089815875299e-01 2.2268196359748046e+01 -5.2179235101146448e-01 2.8130135250650288e-03 1.6724559725724369e+01 2.1541842775523218e+01 9.6543611648693850e-01 1.3212900600064042e+01 -1.0347908685231652e-02 3.1018868572726892e-02 3.2032347337446810e-03 2.6894910589474519e-01 8.8628542747067843e-02 1.7778583245622709e-01 -3.1341409308465657e+01 1.5016048148769329e+02 1.5652764547819689e+02 4.2573439050832301e-01
4.7000000000000002e+00 7.0990729293010202e-01 1.0072162294055129e+00 1.4219751654119625e-01 2.2417651659455466e+01 -4.9221363032464255e-01 2.8919435319694764e-03 1.6693519475198087e+01 2.1651267197436486e+01 9.6639980031662753e-01 1.3329884337513935e+01 -1.0547572828925633e-02 3.1775623059862160e-02 3.2390780100017302e-03 2.7036624015354821e-01 8.8956191240803464e-02 1.8073158230826741e-01 -3.1648290298629995e+01 1.4977097775171276e+02 1.5652762922208854e+02 4.2571176925630666e-01
4.7200000000000006e+00 7.1010768254785328e-01 1.0060470852548733e+00 1.4222026962865941e-01 2.2478879952096069e+01 -5.1090504971007455e-01 2.7974622476849504e-03 1.6783384701090363e+01 2.1764086910600749e+01 9.6610722908447055e-01 1.3374733224408423e+01 -1.0838716096014989e-02 3.2572164765574507e-02 3.2755560877595650e-03 2.7339249049595371e-01 8.9303978779905660e-02 1.8424857292270910e-01 -3.0008958027120624e+01 1.5422037285776969e+02 1.5652764944116430e+02 4.2568695269961621e-01
4.7400000000000002e+00 7.0987856738777710e-01 1.0056010578935739e+00 1.4221645010104247e-01 2.2466342500241627e+01 -4.8898426003733775e-01 2.8663815061019107e-03 1.6770668836481462e+01 2.1878977189296606e+01 9.6522860342054551e-01 1.3448833482622454e+01 -1.1384433330153206e-02 3.3527545168449815e-02 3.3127649683603300e-03 2.7897719626372586e-01 8.9671191891402366e-02 1.8754874813126021e-01 -3.0276796382824667e+01 1.5372197380863616e+02 1.5652766848042305e+02 4.2566925171318704e-01
4.7599999999999998e+00 7.0996951203205061e-01 1.0054874695522602e+00 1.4217109461884106e-01 2.2538341062848385e+01 -4.7420063149387198e-01 3.2039400821645748e-03 1.6814981011357119e+01 2.1994184994613725e+01 9.6545308002197461e-01 1.3329042270377611e+01 -1.1844491839436732e-02 3.4543376954524509e-02 3.3505338255989726e-03 2.8190297532768949e-01 9.0052103532901634e-02 1.8993704315896662e-01 -3.0616021249065316e+01 1.6047896344369957e+02 1.5652767923142017e+02 4.2566507025452927e-01
4.7800000000000002e+00 7.0957158621511052e-01 1.0050689454825448e+00 1.4213158990779831e-01 2.2256811076429052e+01 -4.9642580717178780e-01 3.6488380646442962e-03 1.6833818080393996e+01 2.2110156234450645e+01 9.6726738138921886e-01 1.3066560624974212e+01 -1.2475754935402024e-02 3.5444603665775329e-02 3.3887829172019744e-03 2.8678881534088763e-01 9.0450437961718630e-02 1.9310261524952180e-01 -3.2743416032485086e+01 1.5741625944546763e+02 1.5652767410683958e+02 4.2567253588194331e-01
4.7999999999999998e+00 7.0653736534414535e-01 1.0057570200829122e+00 1.4159246319651930e-01 2.2247172217788609e+01 -5.1823727289670996e-01 2.9625593635060244e-03 1.6935878348993629e+01 2.2228880631664587e+01 9.6799679092582092e-01 1.3014507959303128e+01 -1.2738765604452727e-02 3.6262575233841007e-02 3.4278507749111913e-03 2.8920617938524390e-01 9.0862898615936410e-02 1.9779350697894388e-01 -3.1715968340921425e+01 1.6080432362385858e+02 1.5652766259488988e+02 4.2565603061926210e-01
4.8200000000000003e+00 7.0563989917873760e-01 1.0052074553221080e+00 1.4170718663225276e-01 2.2176362496785742e+01 -4.8695603523565645e-01 3.3477381314052238e-03 1.6954998530341243e+01 2.2351328808604066e+01 9.6576321350900707e-01 1.2888002141440017e+01 -1.3121707188712004e-02 3.7140348821357264e-02 3.4678542862592232e-03 2.9384935317491817e-01 9.1286300608307350e-02 2.0165408466971504e-01 -3.2322276349233533e+01 1.5855330621629525e+02 1.5652764838958166e+02 4.2561760488728206e-01
4.8399999999999999e+00 7.0229670774273834e-01 1.0055266627101611e+00 1.4117265636609827e-01 2.2409547444945574e+01 -4.9408608620913630e-01 3.1671532830911064e-03 1.7011772309126197e+01 2.2473887009039853e+01 9.6488883008844828e-01 1.2799611927063861e+01 -1.3508200134348794e-02 3.7808854788086363e-02 3.5084003613075078e-03 2.9736382343032469e-01 9.1724954934069888e-02 2.0343011318302229e-01 -3.1179251823637287e+01 1.5775346892084701e+02 1.5652766299911937e+02 4.2557993806935845e-01
4.8600000000000003e+00 7.0347925415503276e-01 1.0063656051315499e+00 1.4125514080888246e-01 2.2316075126429585e+01 -5.0649042545629608e-01 3.5289807760295307e-03 1.7053619883182918e+01 2.2596636461359811e+01 9.6492546587694683e-01 1.2890850343900379e+01 -1.3714884948426459e-02 3.8263850614302118e-02 3.5492098051651782e-03 3.0035745629314270e-01 9.2177839150509894e-02 2.0501879471893852e-01 -3.2494184401300146e+01 1.5828765975207762e+02 1.5652766193775338e+02 4.2555699931032498e-01
4.8800000000000008e+00 7.0371712629408845e-01 1.0067496787137500e+00 1.4131843704316088e-01 2.2629662114562024e+01 -4.6819634376382407e-01 3.8687684394788742e-03 1.7116105736252639e+01 2.2717428235856946e+01 9.6661846951066610e-01 1.2905412923270299e+01 -1.3767416753720790e-02 3.8779380965912422e-02 3.5904626545195917e-03 3.0204245930060397e-01 9.2646710453153952e-02 2.0765075975690001e-01 -3.1900387400812235e+01 1.6114196347233676e+02 1.5652763456200836e+02 4.2554466811404668e-01
4.9000000000000004e+00 7.0020803438592638e-01 1.0058635457172043e+00 1.4050914677962395e-01 2.2764675954328020e+01 -4.6912095203452392e-01 3.4886657892175066e-03 1.7189620981449018e+01 2.2839759050120779e+01 9.6636843667225114e-01 1.3015023129025897e+01 -1.3689759151044884e-02 3.9237846876292851e-02 3.6323075246304402e-03 3.0347897475111685e-01 9.3126152454817299e-02 2.1078844700586441e-01 -3.0313739580740272e+01 1.6584536482475318e+02 1.5652762538077044e+02 4.2552494204658309e-01
4.9199999999999999e+00 6.9906599963649918e-01 1.0060107610540190e+00 1.4028008020988431e-01 2.2823729088771703e+01 -4.6822956008767547e-01 3.8563630969549283e-03 1.7250813587779383e+01 2.2964044428317532e+01 9.6531404247503494e-01 1.3010277639176287e+01 -1.4117923105785014e-02 3.9411704752876517e-02 3.6748202936130346e-03 3.1044173708379813e-01 9.3623300758431005e-02 2.1480519481407201e-01 -3.0606788131896440e+01 1.6477499830410144e+02 1.5652762951585780e+02 4.2550408755558899e-01
4.9399999999999995e+00 7.0048587308175891e-01 1.0068569772807348e+00 1.4063773533781293e-01 2.2593651829713764e+01 -4.5902440708024383e-01 4.2809607987545056e-03 1.7274849143243777e+01 2.3088003410900196e+01 9.6488793234749315e-01 1.2952136610508573e+01 -1.4463867653352419e-02 3.9601015992974144e-02 3.7181786450986563e-03 3.1682306046556030e-01 9.4144593452896372e-02 2.1793609325831029e-01 -2.9864611989035499e+01 1.5905111864416295e+02 1.5652765809496833e+02 4.2548861482633549e-01
4.9600000000000000e+00 6.9671479231022526e-01 1.0065582001174496e+00 1.3976616957029980e-01 2.2190070679704188e+01 -4.6337143416442611e-01 4.1247253635983312e-03 1.7403364007007013e+01 2.3210309121760936e+01 9.6576607070787301e-01 1.2847216847213353e+01 -1.4805343757073073e-02 4.0158016522637757e-02 3.7618991507115435e-03 3.1505781592142917e-01 9.4685459563704999e-02 2.1914895139210555e-01 -3.5182680369391036e+01 1.5435684461079671e+02 1.5652767236926641e+02 4.2547640790491903e-01
4.9800000000000004e+00 6.9314579891065919e-01 1.0056905635938398e+00 1.3898128138131211e-01 2.2176006726740393e+01 -4.7186289035378248e-01 4.2742863247209311e-03 1.7448162797109312e+01 2.3330441681459664e+01 9.6613604212527382e-01 1.2747394109564162e+01 -1.4860397221005300e-02 4.0793991921925045e-02 3.8058917575985712e-03 3.1931874891525003e-01 9.5243102195276777e-02 2.2129729955610430e-01 -3.3118070983106563e+01 1.5979252034237271e+02 1.5652766119120764e+02 4.2546300329491216e-01
5.0000000000000000e+00 6.9292573753543119e-01 1.0058571609374503e+00 1.3897024366591385e-01 2.2096569475080997e+01 -5.2155257127801036e-01 4.7259217093107604e-03 1.7536969560303898e+01 2.3450404551303063e+01 9.6725052017059754e-01 1.2598080730168359e+01 -1.4888825089641317e-02 4.1351532108656573e-02 3.8505677102712898e-03 3.2378574240640667e-01 9.5817858576121059e-02 2.2628641389816997e-01 -3.1830289330540218e+01 1.5600300772676761e+02 1.5652763303133065e+02 4.2544791839861401e-01
5.0200000000000005e+00 6.9423075534232592e-01 1.0058702389722425e+00 1.3919992521977403e-01 2.2041661158144780e+01 -4.6524591938336618e-01 4.1927147290801081e-03 1.7531896814979877e+01 2.3570754849903992e+01 9.6624523162841414e-01 1.2744501964522511e+01 -1.5221514034520401e-02 4.2015912555866487e-02 3.8964136026419789e-03 3.2888735954725801e-01 9.6409318414132084e-02 2.3140921887106156e-01 -2.9102962252126463e+01 1.5805869619478418e+02 1.5652763899246352e+02 4.2541742960257067e-01
5.0400000000000000e+00 6.9153594771056703e-01 1.0061501320375179e+00 1.3853554781603789e-01 2.2505561446009910e+01 -4.9338293585635684e-01 4.1067108121293954e-03 1.7586250903331607e+01 2.3692663943164998e+01 9.6466036145312661e-01 1.2841753213777338e+01 -1.5631393108179837e-02 4.2556117859795052e-02 3.9429865177032031e-03 3.3199201127639827e-01 9.7018022848955915e-02 2.3377391538417772e-01 -3.1053285097832088e+01 1.5826666378251309e+02 1.5652765035173900e+02 4.2537393323053863e-01
5.0600000000000005e+00 6.8842265780453749e-01 1.0068407221895768e+00 1.3798952058130973e-01 2.2313364572889370e+01 -5.0076774811968405e-01 5.5568924735420336e-03 1.7679153201922972e+01 2.3811773098119829e+01 9.6457164663505313e-01 1.2622938187232583e+01 -1.5948345076333276e-02 4.3344546424192464e-02 3.9898600917633170e-03 3.3542614590128533e-01 9.7643390615401893e-02 2.3517422581802616e-01 -2.9230415663761800e+01 1.6214101310496221e+02 1.5652764433335483e+02 4.2533903568329984e-01
5.0800000000000001e+00 6.8751832440537730e-01 1.0068705909128601e+00 1.3782351474120066e-01 2.2332247817647666e+01 -5.2125338610729577e-01 4.6240027418770887e-03 1.7734102316046815e+01 2.3925726483683501e+01 9.6460720054424187e-01 1.2577289778528570e+01 -1.6033352969728694e-02 4.4094950193196633e-02 4.0370822263199827e-03 3.3615919310711578e-01 9.8280347116904171e-02 2.3707370136438746e-01 -2.9826699486701578e+01 1.6516302650224688e+02 1.5652763382994601e+02 4.2532611315217161e-01
5.0999999999999996e+00 6.8810865790523057e-01 1.0064912398954298e+00 1.3787641602564532e-01 2.2377191378001299e+01 -5.1265926850879695e-01 4.5129022840825015e-03 1.7862882774108705e+01 2.4036688347695282e+01 9.6621826786749998e-01 1.2539150757758376e+01 -1.6311735615669492e-02 4.4850695855442380e-02 4.0847611296129498e-03 3.4196008068225714e-01 9.8928085324407694e-02 2.4022785442085448e-01 -3.0464098391840864e+01 1.6367463457912248e+02 1.5652761842535159e+02 4.2532227894254560e-01
5.1200000000000001e+00 6.8678429845271594e-01 1.0056536926974173e+00 1.3746669774203751e-01 2.2531800890557061e+01 -4.7662372297957956e-01 5.2699143460090336e-03 1.7993794658404013e+01 2.4145758532984367e+01 9.6626397987300539e-01 1.2709894341226290e+01 -1.6561944235833577e-02 4.5137911276558869e-02 4.1332179372257282e-03 3.4571180171117671e-01 9.9589226854190804e-02 2.4407566612190670e-01 -2.9899725930107913e+01 1.6667237804956193e+02 1.5652762888713409e+02 4.2531519898542441e-01
